诊断名,诊断码
从一个平面至另一平面的其他跌落,W17.x00
在同一平面的其他跌倒,W18.x00
跌倒,W19.x00
被投掷、抛出或坠落物体击中,W20.x00
撞在体育设施上或被体育设施击中,W21.x00
撞在其他物体上或被其他物体击中,W22.x00
被物体钩住、挤压、轧住或夹住,W23.x00
接触升降和传送装置，不可归类在他处者,W24.x00
接触锋利的玻璃,W25.x00
接触刀、剑或匕首,W26.000
"接触其他尖锐的物体,不可分类他处者",W26.800
接触其他未特指的尖锐物体,W26.900
接触无动力手工工具,W27.x00
接触动力割草机,W28.x00
接触其他动力手工工具和家用机械,W29.x00
接触农业机械,W30.x00
接触其他的机械,W31.x00
手枪发射,W32.x00
步枪、猎枪和较大火器发射,W33.x00
火器发射，其他的,W34.x00
锅炉爆炸和破裂,W35.x00
高压气罐爆炸和破裂,W36.x00
压缩轮胎、管子和软管爆炸和破裂,W37.x00
压缩装置的爆炸和破裂，其他特指的,W38.x00
烟火发射,W39.x00
材料爆炸，其他的,W40.x00
暴露于高压喷射下,W41.x00
暴露于噪声下,W42.x00
暴露于振动下,W43.x00
异物进入或穿入眼或自然腔口,W44.x00
异物或物体经皮肤进入,W45.x00
接触皮下注射器针头,W46.x00
暴露于其他的无生命机械性力量下,W49.x00
被别人殴打、踢、拧、咬或抓伤,W50.x00
撞到别人或意外被别人碰撞,W51.x00
被蜂拥人群挤压、推挤或踏踩,W52.x00
被鼠咬伤,W53.x00
被狗咬伤或抓伤,W54.x00
被其他哺乳动物咬伤或抓伤,W55.x00
接触海生动物的损伤,W56.x00
被无毒昆虫和其他无毒节肢动物咬伤或蜇伤,W57.x00
被鳄鱼或短吻鳄咬伤或抓伤,W58.x00
被其他爬行动物咬伤或压伤,W59.x00
接触植物荆棘和刺以及锐利叶片的损伤,W60.x00
暴露于其他的有生命机械性力量下,W64.x00
在浴盆内淹溺和沉没,W65.x00
落入浴盆后淹溺和沉没,W66.x00
在游泳池中淹溺和沉没,W67.x00
落入游泳池后淹溺和沉没,W68.x00
在自然水域中淹溺和沉没,W69.x00
落入自然水域后淹溺和沉没,W70.x00
淹溺和沉没，其他特指的,W73.x00
淹溺和沉没,W74.x00
在床上意外窒息和绞窄,W75.x00
意外悬吊和绞窄，其他的,W76.x00
塌方、坠落土块和其他物质引起对呼吸的威胁,W77.x00
吸入胃内容物,W78.x00
吸入或咽下食物引起的呼吸道梗阻,W79.x00
吸入和咽下其他物体引起的呼吸道梗阻,W80.x00
被封闭于或陷入低氧环境,W81.x00
对呼吸的威胁，其他特指的,W83.x00
对呼吸的威胁,W84.x00
暴露于输电线路下,W85.x00
暴露于其他特指的电流下,W86.x00
暴露于电流下,W87.x00
暴露于电离辐射下,W88.x00
暴露于人造可见光和紫外线下,W89.x00
暴露于其他非电离辐射下,W90.x00
暴露于辐射下,W91.x00
暴露于人为原因的过热环境下,W92.x00
暴露于人为原因的过冷环境下,W93.x00
暴露于高气压、低气压和气压改变环境下,W94.x00
暴露于其他人为环境因素下,W99.x00
暴露于房屋或建筑结构内的无控制性火焰下,X00.x00
暴露于房屋或建筑结构外的无控制性火焰下,X01.x00
暴露于房屋或建筑结构内的控制性火焰下,X02.x00
暴露于房屋或建筑结构外的控制性火焰下,X03.x00
暴露于高度易燃材料的起火下,X04.x00
暴露于睡衣的起火或焚毁下,X05.x00
暴露于其他衣着用品和装饰品的起火或焚毁下,X06.x00
暴露于其他特指的烟、火和火焰下,X08.x00
暴露于烟、火和火焰下,X09.x00
接触热饮料、食物和动植物油,X10.x00
接触热自来水,X11.x00
接触其他热液体,X12.x00
接触蒸气和热蒸气,X13.x00
接触热空气和气体,X14.x00
接触热的家用器具,X15.x00
接触热的取暖器具、散热器和管,X16.x00
接触热的发动机、机械和工具,X17.x00
接触其他热的金属,X18.x00
接触其他的热和烫的物质,X19.x00
接触毒蛇和蜥蜴,X20.x00
接触毒蜘蛛,X21.x00
接触蝎子,X22.x00
接触大黄蜂、黄蜂和蜜蜂,X23.x00
接触蜈蚣和（热带）有毒的千足虫,X24.x00
接触其他有毒的节肢动物,X25.x00
接触有毒的海生动物和植物,X26.x00
接触其他特指的有毒动物,X27.x00
接触其他特指的有毒植物,X28.x00
接触有毒动物或植物,X29.x00
暴露于过度自然热下,X30.x00
暴露于过度自然冷下,X31.x00
暴露于阳光下,X32.x00
闪电的受害者,X33.x00
地震受害者,X34.000
海啸受害者,X34.100
地震其他特定影响的受害者,X34.800
地震未特指影响的受害者,X34.900
地震所致损伤,X34.900x091
火山爆发受害者,X35.x00
雪崩、山崩和其他地面运动受害者,X36.x00
灾难性暴风雨受害者,X37.x00
洪水受害者,X38.x00
暴露于其他的自然力量下,X39.x00
非阿片样镇痛药、解热药和抗风湿药的意外中毒及暴露于该类药物,X40.x00
镇癫痫药、镇静催眠药、抗帕金森病药和对精神有影响的药物的意外中毒及暴露于该类药物，不可归类在他处者,X41.x00
麻醉品和致幻药[致幻剂]意外中毒及暴露于该类药物，不可归类在他处者,X42.x00
作用于自主神经系统的其他药物的意外中毒及暴露于该类药物,X43.x00
药物、药剂和生物制品的意外中毒及暴露于该类物质，其他的,X44.x00
酒精的意外中毒及暴露于酒精,X45.x00
有机溶剂和卤素烃及其蒸气的意外中毒及暴露于该类物质,X46.x00
意外中毒暴露于燃烧发动机排气中产生的一氧化碳,X47.000
意外中毒暴露于使用的气体排放的一氧化碳,X47.100
意外中毒暴露于其他家用燃料中的一氧化碳,X47.200
意外中毒暴露于其他来源中的一氧化碳,X47.300
意外中毒暴露于不明气体中的一氧化碳,X47.400
意外中毒暴露于其他特殊气体和蒸汽,X47.800
意外中毒暴露于未特指气体和蒸汽,X47.900
家庭火炉的一氧化碳意外中毒,X47.900x091
煤气管道气体意外中毒,X47.900x092
燃气热水器气体意外中毒,X47.900x093
机动集装箱分发的液化石油气意外中毒,X47.900x094
二氧化硫意外中毒,X47.900x095
氧化氮类意外中毒,X47.900x096
催泪气[泪气]意外中毒,X47.900x097
氟利昴意外中毒,X47.900x098
砷化氢意外中毒,X47.900x099
一氧化碳意外中毒,X47.900x910
氮意外中毒,X47.900x911
氯气意外中毒,X47.900x912
硫化氢意外中毒,X47.900x913
氨气意外中毒,X47.900x915
液化石油气意外中毒,X47.900x916
总烃油蒸气意外中毒,X47.900x917
经管道分发的气体意外中毒,X47.900x918
杀虫剂的意外中毒及暴露于杀虫剂,X48.x00
化学制品和有害物质的意外中毒及暴露于该类物质，其他的,X49.x00
操劳过度和剧烈或重复运动,X50.x00
旅行和运动,X51.x00
长期滞留在失重环境下,X52.x00
食物缺乏,X53.x00
水缺乏,X54.x00
贫困,X57.x00
暴露于其他特指的因素下,X58.x00
暴露于未特指因素导致的骨折,X59.000
暴露于因素导致其他的损伤,X59.900
复合性外伤,X59.900x091
骨折,X59.900x092
军训中意外损伤,X59.900x093
暴露,X59.900x094
体育活动中受伤,X59.900x095
意外事故,X59.900x096
工作中的意外损伤,X59.900x097
非阿片样镇痛药、解热药和抗风湿药的故意自毒及暴露于该类药物,X60.x00
镇癫痫药、镇静催眠药、抗帕金森病药和对精神有影响的药物的故意自毒及暴露于该类药物，不可归类在他处者,X61.x00
麻醉品和致幻药[致幻剂]故意自毒及暴露于该类药物，不可归类在他处者,X62.x00
作用于自主神经系统的其他药物的故意自毒及暴露于该类药物,X63.x00
药物、药剂和生物制品的故意自毒及暴露于该类药物，其他的,X64.x00
酒精的故意自毒及暴露于酒精,X65.x00
有机溶剂和卤素烃及其蒸气的故意自毒及暴露于该类物质,X66.x00
暴露于内燃机排放的一氧化碳的故意自毒,X67.000
暴露于使用气体中的一氧化碳的故意自毒,X67.100
暴露于其他家用燃料中的一氧化碳的故意自毒,X67.200
暴露于其他来源中的一氧化碳的故意自毒,X67.300
暴露于未特指来源中的一氧化碳的故意自毒,X67.400
暴露于其他气体和蒸气的故意自毒,X67.800
暴露于未特指气体和蒸气的故意自毒,X67.900
管道分发的气体自杀,X67.900x091
瓶装液化石油气体自杀,X67.900x092
二氧化硫自杀,X67.900x093
氧化氮类自杀,X67.900x094
催泪气体[催泪瓦斯]自杀,X67.900x095
一氧化碳自杀,X67.900x096
气体和蒸气的故意自毒及暴露于该类物质，其他的,X67.x00
杀虫剂的故意自毒及暴露于杀虫剂,X68.x00
化学制品和有害物质的故意自毒及暴露于该类物质，其他的,X69.x00
用悬吊、绞勒和窒息方式故意自害,X70.x00
用淹溺和沉没方式故意自害,X71.x00
用手枪发射方式故意自害,X72.x00
用步枪、猎枪和大型火器发射方式故意自害,X73.x00
用其他的火器发射方式故意自害,X74.x00
用爆炸物方式故意自害,X75.x00
用烟、火和火焰方式故意自害,X76.x00
用蒸气、热气和热物体方式故意自害,X77.x00
用尖锐物体方式故意自害,X78.x00
用钝器方式故意自害,X79.x00
用从高处跳下方式故意自害,X80.x00
用跳下或躺倒在移动物体前的方式故意自害,X81.x00
用机动车辆碰撞方式故意自害,X82.x00
用其他特指的方式故意自害,X83.x00
故意自害,X84.x00
用药物、药剂和生物制品进行加害,X85.x00
用腐蚀性物质进行加害,X86.x00
用杀虫剂进行加害,X87.x00
暴露于内燃机排放的一氧化碳的加害,X88.000
暴露于使用气体中的一氧化碳的加害,X88.100
暴露于其他家用燃料中的一氧化碳的加害,X88.200
暴露于其他来源中的一氧化碳的加害,X88.300
暴露于未特指来源中的一氧化碳的加害,X88.400
暴露于其他气体和蒸气的加害,X88.800
暴露于未特指气体和蒸气的加害,X88.900
用气体和蒸气进行加害,X88.x00
用其他特指的化学制品和有害物质进行加害,X89.x00
用化学制品或有害物质进行加害,X90.x00
用悬吊、绞勒和窒息进行加害,X91.x00
用淹溺和沉没进行加害,X92.x00
用手枪发射进行加害,X93.x00
用步枪、猎枪和大型火器发射进行加害,X94.x00
用其他的火器发射进行加害,X95.x00
用爆炸物进行加害,X96.x00
用烟、火和火焰进行加害,X97.x00
用蒸气、热气和热物体进行加害,X98.x00
用尖锐物体进行加害,X99.x00
用钝器进行加害,Y00.x00
用从高处推下进行加害,Y01.x00
用将受害者推向或放置在移动物体前进行加害,Y02.x00
用机动车辆碰撞进行加害,Y03.x00
用暴力进行加害,Y04.x00
暴力的性加害,Y05.x00
被配偶或伴侣忽视照料和遗弃,Y06.000
被父母忽视照料和遗弃,Y06.100
被熟人或朋友忽视照料和遗弃,Y06.200
被其他特指人员忽视照料和遗弃,Y06.800
被忽视照料和遗弃,Y06.900
被配偶或伴侣虐待,Y07.000
被父母虐待,Y07.100
被熟人或朋友虐待,Y07.200
被官方机构虐待,Y07.300
被其他特指人员虐待,Y07.800
被虐待,Y07.900
被人虐待,Y07.900x091
用其他特指的手段进行加害,Y08.x00
用手段进行加害,Y09.x00
非阿片样镇痛药、解热药和抗风湿药的中毒及暴露于该类药物，意图不确定的,Y10.x00
镇癫痫药、镇静催眠药、抗帕金森病药和对精神有影响的药物的中毒及暴露于该类药物，不可归类在他处，意图不确定的,Y11.x00
麻醉品和致幻药[致幻剂]的中毒及暴露于该类药物，不可归类在他处，意图不确定的,Y12.x00
作用于自主神经系统的其他药物的中毒及暴露于该类药物，意图不确定的,Y13.x00
药物、药剂和生物制品的中毒及暴露于该类药物，意图不确定的，其他的,Y14.x00
酒精中毒及暴露于酒精，意图不确定的,Y15.x00
有机溶剂和卤素烃及其蒸气的中毒及暴露于该类物质，意图不确定的,Y16.x00
燃烧发动机废气中的一氧化碳中毒及暴露于该类物质，意图不确定,Y17.000
使用气体中的一氧化碳的中毒及暴露于该类物质，意图不确定,Y17.100
家用燃料中的一氧化碳的中毒及暴露于该类物质，意图不确定,Y17.200
暴露于其他来源中的一氧化碳的中毒，意图不确定,Y17.300
暴露于未特指来源中的一氧化碳的中毒，意图不确定,Y17.400
暴露于其他气体和蒸气的中毒，意图不确定,Y17.800
暴露于未特指气体和蒸气的中毒，意图不确定,Y17.900
"原因不明的暴露于机动车辆的排除的气体中毒,意图不确定的",Y17.900x091
原因不明的暴露于液化石油气的中毒,Y17.900x092
原因不明的暴露于其他特指的实用气体中毒,Y17.900x093
原因不明的一氧化碳中毒,Y17.900x094
原因不明的催泪气体[催泪器]中毒,Y17.900x095
原因不明的氧化氮类中毒,Y17.900x096
原因不明的二氧化硫中毒,Y17.900x097
杀虫剂的中毒及暴露于杀虫剂，意图不确定的,Y18.x00
化学制品和有害物质的中毒及暴露于该类物质，意图不确定的，其他的,Y19.x00
悬吊、绞勒和窒息，意图不确定的,Y20.x00
淹溺和沉没，意图不确定的,Y21.x00
手枪发射，意图不确定的,Y22.x00
步枪、猎枪和大型火器发射，意图不确定的,Y23.x00
火器发射，意图不确定的，其他的,Y24.x00
接触爆炸物，意图不确定的,Y25.x00
暴露于烟、火和火焰下，意图不确定的,Y26.x00
接触蒸气、热气和热物体，意图不确定的,Y27.x00
接触尖锐物体，意图不确定的,Y28.x00
接触钝器，意图不确定的,Y29.x00
从高处跌落、跳下或被推下，意图不确定的,Y30.x00
在移动物体前跌倒、躺卧或跑动以及进入移动物体，意图不确定的,Y31.x00
机动车辆的碰撞，意图不确定的,Y32.x00
事件，其他特指的意图不确定,Y33.x00
事件，意图不确定的,Y34.x00
涉及火器发射的依法处置,Y35.000
用手枪枪击的依法处置,Y35.000x001
用步枪枪击的依法处置,Y35.000x002
用霰弹枪枪击的依法处置,Y35.000x003
用小口径枪枪击的依法处置,Y35.000x004
用大口径枪枪击的依法处置,Y35.000x005
用火器的依法处置,Y35.000x009
涉及爆炸物的依法处置,Y35.100
涉及气体的依法处置,Y35.200
涉及钝器的依法处置,Y35.300
涉及锐器的依法处置,Y35.400
依法处以死刑,Y35.500
涉及其他特指手段的依法处置,Y35.600
依法处置,Y35.700
涉及水中武器爆炸的作战行动,Y36.000
涉及飞行器被破坏的作战行动,Y36.100
涉及其他爆炸和弹片的作战行动,Y36.200
枪弹和弹片所引起的战争损伤,Y36.200x001
爆炸引起的战争损伤,Y36.200x002
涉及炮火、大火和热物质的作战行动,Y36.300
燃烧和大火引起的战争损伤,Y36.300x001
汽油炸弹,Y36.300x002
涉及常规战争的火器发射和其他形式的作战行动,Y36.400
由于手枪所引起的战争损伤,Y36.400x001
由于气枪所引起的战争损伤,Y36.400x002
由于霰弹猎枪所引起的战争损伤,Y36.400x003
由于小口径步枪所引起的战争损伤,Y36.400x004
由于大口径步枪所引起的战争损伤,Y36.400x005
涉及核武器的作战行动,Y36.500
涉及生物武器的作战行动,Y36.600
